date,city,latitude,longitude,brand,model,size,store_type,in_house_price,quantity,is_genuine,store_rating,sku
2025-05-21 11:01:51.425571272,Chennai,13.0827,80.2707,Adidas,UltraBoost,9,Mall Store,12456.98,9,True,4.5,AdUl90077
2025-10-07 05:44:58.154907744,Vellore,12.9165,79.1325,Puma,RS-X,10,High Street,11077.46,16,True,4.3,PuRS100078
2024-03-03 07:19:47.879393970,Thoothukudi,8.7642,78.1348,Adidas,UltraBoost,8,High Street,13027.09,2,True,4.5,AdUl80079
2025-07-25 19:08:57.686884344,Tirunelveli,8.7139,77.7567,Adidas,Superstar,10,Mall Store,6994.52,4,True,3.9,AdSu100080
2025-04-10 08:36:20.269013448,Tirunelveli,8.7139,77.7567,New Balance,327,10,Mall Store,9855.2,8,True,4.8,Ne32100081
2024-02-22 19:33:30.880544026,Salem,11.6643,78.146,Adidas,UltraBoost,8,Factory Outlet,14561.95,10,True,4.2,AdUl80082
2025-01-01 13:09:18.207910392,Tiruchirappalli,10.7905,78.7047,Puma,RS-X,8,High Street,9267.96,10,False,4.0,PuRS80083
2024-04-05 04:38:43.556177808,Vellore,12.9165,79.1325,Nike,Zoom,7,Mall Store,8935.84,4,True,4.9,NiZo70084
2025-09-01 01:35:24.286214304,Thanjavur,10.787,79.1378,Puma,RS-X,8,Mall Store,8976.84,5,True,4.3,PuRS80085
2023-10-17 21:01:30.184509225,Tirunelveli,8.7139,77.7567,New Balance,990,9,Factory Outlet,19197.92,10,True,4.5,Ne9990086
2025-02-25 06:20:40.982049104,Madurai,9.9252,78.1198,Adidas,NMD,8,Factory Outlet,13463.69,7,True,4.3,AdNM80087
2024-03-30 11:06:23.599179958,Chennai,13.0827,80.2707,Puma,RS-X,10,Mall Store,8090.79,3,True,4.8,PuRS100088
2024-09-12 23:37:06.171308564,Vellore,12.9165,79.1325,Puma,Suede,8,Factory Outlet,5731.89,7,True,4.6,PuSu80089
2024-06-19 04:02:21.847092352,Chennai,13.0827,80.2707,New Balance,574,10,Mall Store,7938.37,5,True,5.0,Ne57100090
2025-01-09 13:00:31.141557072,Thoothukudi,8.7642,78.1348,Adidas,Superstar,8,Mall Store,9768.22,10,True,4.4,AdSu80091
2024-05-14 12:08:40.586029300,Tiruchirappalli,10.7905,78.7047,Puma,RS-X,10,High Street,8894.78,5,True,3.6,PuRS100092
2024-12-26 15:14:09.462473120,Chennai,13.0827,80.2707,Nike,Air Max,7,Factory Outlet,10762.02,5,True,3.8,NiAi70093
2025-07-29 09:52:39.697984896,Tirunelveli,8.7139,77.7567,Nike,Air Max,8,Mall Store,9224.45,3,True,3.6,NiAi80094
2025-08-25 10:09:00.387019344,Madurai,9.9252,78.1198,Adidas,UltraBoost,11,High Street,12616.17,3,True,3.7,AdUl110095
2023-12-31 11:39:30.898544927,Vellore,12.9165,79.1325,New Balance,327,12,Factory Outlet,9815.15,2,True,4.4,Ne32120096
2025-05-23 23:28:40.706035296,Vellore,12.9165,79.1325,New Balance,574,9,Factory Outlet,8746.6,5,True,3.7,Ne5790097
2024-12-11 12:33:13.779688984,Vellore,12.9165,79.1325,Nike,Dunk,8,High Street,9226.01,8,True,4.0,NiDu80098
2024-11-08 10:51:29.314465720,Madurai,9.9252,78.1198,Nike,Air Force 1,10,Mall Store,9498.19,14,True,3.6,NiAi100099
2023-12-31 20:25:08.475423771,Thanjavur,10.787,79.1378,New Balance,990,6,Factory Outlet,14736.93,3,True,4.8,Ne9960100
2024-09-11 02:03:50.771538576,Tiruchirappalli,10.7905,78.7047,Nike,Air Force 1,8,Mall Store,9466.62,5,True,4.3,NiAi80101
2025-05-17 01:54:20.503025152,Thanjavur,10.787,79.1378,Nike,Zoom,9,Factory Outlet,7469.02,7,True,4.1,NiZo90102
2025-07-21 07:23:45.491274560,Tiruchirappalli,10.7905,78.7047,Nike,Air Max,8,Factory Outlet,11432.01,2,True,4.2,NiAi80103
2025-01-16 10:34:51.344567224,Tirunelveli,8.7139,77.7567,Puma,RS-X,9,Factory Outlet,9530.2,6,True,3.8,PuRS90104
2024-10-24 19:33:52.481624080,Madurai,9.9252,78.1198,Nike,Air Max,10,Factory Outlet,11900.98,12,True,4.3,NiAi100105
2025-02-10 08:02:34.087704384,Thanjavur,10.787,79.1378,Adidas,NMD,8,Mall Store,13117.39,4,True,4.8,AdNM80106
2023-12-06 12:26:40.640032001,Coimbatore,11.0168,76.9558,Puma,Suede,8,Factory Outlet,6918.62,4,True,4.9,PuSu80107
2024-01-18 01:02:08.346417320,Chennai,13.0827,80.2707,Puma,Cali,12,Factory Outlet,10290.06,20,True,4.0,PuCa120108
2025-03-28 10:29:10.047502376,Madurai,9.9252,78.1198,Nike,Air Max,8,Mall Store,11229.54,3,True,5.0,NiAi80109
2025-02-12 22:14:30.883544176,Coimbatore,11.0168,76.9558,Adidas,Gazelle,7,Factory Outlet,8442.98,2,True,4.4,AdGa70110
2025-02-09 20:39:15.237761888,Thoothukudi,8.7642,78.1348,Adidas,Gazelle,10,High Street,6504.67,5,True,4.9,AdGa100111
2024-01-15 06:27:22.762138106,Madurai,9.9252,78.1198,Adidas,NMD,8,High Street,13858.11,10,True,3.8,AdNM80112
2024-11-07 16:27:40.403020148,Chennai,13.0827,80.2707,Puma,Suede,8,High Street,8124.58,8,True,3.8,PuSu80113
2024-12-26 10:51:20.674033696,Tirunelveli,8.7139,77.7567,Puma,RS-X,11,Factory Outlet,8172.51,5,True,4.8,PuRS110114
2024-08-29 12:42:18.126906344,Tirunelveli,8.7139,77.7567,Adidas,UltraBoost,12,High Street,14015.56,6,True,3.7,AdUl120115
2024-01-07 17:59:28.678433921,Coimbatore,11.0168,76.9558,Adidas,Gazelle,8,Factory Outlet,9884.06,6,True,4.3,AdGa80116
2024-02-17 16:54:44.804240212,Thoothukudi,8.7642,78.1348,Puma,Cali,8,Factory Outlet,6937.95,3,True,4.3,PuCa80117
2024-08-20 15:49:35.008750436,Tirunelveli,8.7139,77.7567,Nike,Air Max,10,High Street,11237.74,5,True,4.1,NiAi100118
2024-02-21 12:01:15.603780188,Coimbatore,11.0168,76.9558,New Balance,327,7,Mall Store,9182.01,6,True,4.8,Ne3270119
2024-09-02 23:34:56.564828240,Thanjavur,10.787,79.1378,Adidas,Gazelle,10,Factory Outlet,8271.52,2,True,4.2,AdGa100120
2025-04-26 08:18:46.136306816,Tiruchirappalli,10.7905,78.7047,Adidas,Gazelle,7,High Street,8091.53,8,True,4.9,AdGa70121
2025-01-07 16:19:49.499474968,Madurai,9.9252,78.1198,New Balance,990,7,Mall Store,16211.28,10,True,4.7,Ne9970122
2025-04-30 16:33:43.301165056,Coimbatore,11.0168,76.9558,New Balance,327,10,Mall Store,10194.27,5,True,4.7,Ne32100123
2025-04-07 15:46:42.200110000,Erode,11.341,77.7172,Puma,Suede,6,Factory Outlet,6032.69,3,True,4.7,PuSu60124
2024-06-20 00:11:18.273913696,Chennai,13.0827,80.2707,Nike,Air Force 1,7,Factory Outlet,8428.86,7,True,4.9,NiAi70125
2023-12-19 11:26:24.619230961,Coimbatore,11.0168,76.9558,New Balance,327,9,Factory Outlet,8744.47,3,True,4.9,Ne3290126
2024-12-29 00:10:43.712185608,Vellore,12.9165,79.1325,Puma,RS-X,7,Mall Store,7636.82,5,True,4.5,PuRS70127
2024-07-29 16:26:52.880644032,Erode,11.341,77.7172,Nike,Air Max,10,Factory Outlet,11478.49,3,True,4.6,NiAi100128
2024-02-10 01:49:09.447472374,Chennai,13.0827,80.2707,Nike,Zoom,8,Factory Outlet,8820.94,7,True,4.3,NiZo80129
2025-06-15 11:07:15.441772088,Salem,11.6643,78.146,New Balance,990,7,Factory Outlet,15739.46,10,True,5.0,Ne9970130
2025-01-08 08:58:30.895544776,Chennai,13.0827,80.2707,Puma,Suede,10,Factory Outlet,7452.15,18,True,4.6,PuSu100131
2024-09-27 07:01:39.184959248,Salem,11.6643,78.146,Puma,Suede,11,Mall Store,6370.69,3,True,3.9,PuSu110132
2025-04-05 09:27:49.223461168,Vellore,12.9165,79.1325,Nike,Dunk,9,Factory Outlet,8647.77,3,True,4.6,NiDu90133
2025-08-24 11:22:22.687134352,Tirunelveli,8.7139,77.7567,Adidas,Gazelle,8,High Street,7190.33,6,True,4.9,AdGa80134
2025-06-12 08:39:26.038301912,Thoothukudi,8.7642,78.1348,New Balance,574,6,Mall Store,8029.43,3,True,4.7,Ne5760135
2023-11-13 04:39:09.477473873,Salem,11.6643,78.146,Nike,Zoom,9,High Street,11046.53,10,True,3.9,NiZo90136
2025-05-22 15:56:25.429271464,Chennai,13.0827,80.2707,New Balance,574,9,Factory Outlet,8325.5,4,True,4.9,Ne5790137
2024-04-15 13:26:30.739536976,Madurai,9.9252,78.1198,New Balance,990,9,Mall Store,14662.86,6,True,4.1,Ne9990138
2024-06-14 09:16:39.589979496,Chennai,13.0827,80.2707,New Balance,574,7,High Street,9357.27,10,True,4.3,Ne5770139
2024-06-17 10:51:55.235761788,Tiruchirappalli,10.7905,78.7047,Puma,Cali,12,High Street,7670.8,3,False,4.1,PuCa120140
2025-03-17 22:11:07.833391664,Erode,11.341,77.7172,Puma,Cali,7,Mall Store,7924.96,6,True,4.9,PuCa70141
2024-10-10 05:08:49.406470320,Tiruchirappalli,10.7905,78.7047,Nike,Zoom,7,Factory Outlet,11396.49,12,True,4.8,NiZo70142
2024-07-19 18:09:50.789539476,Thoothukudi,8.7642,78.1348,Adidas,Superstar,8,High Street,8582.09,9,True,4.1,AdSu80143
2024-08-21 13:43:38.950947544,Erode,11.341,77.7172,New Balance,990,7,Mall Store,13381.68,5,True,3.8,Ne9970144
2025-03-01 16:20:45.662283112,Tirunelveli,8.7139,77.7567,New Balance,574,9,Mall Store,7637.34,2,True,4.2,Ne5790145
2024-09-10 20:48:28.225411268,Tiruchirappalli,10.7905,78.7047,Adidas,Superstar,6,Factory Outlet,8732.63,4,True,4.6,AdSu60146
2025-07-14 00:11:13.953697680,Salem,11.6643,78.146,New Balance,327,9,High Street,9250.68,2,True,4.6,Ne3290147
2024-11-16 22:06:01.098054900,Chennai,13.0827,80.2707,Adidas,UltraBoost,10,High Street,16597.45,10,True,3.8,AdUl100148
2023-12-16 17:44:12.792639632,Tiruchirappalli,10.7905,78.7047,Nike,Air Force 1,11,Mall Store,9561.04,2,True,4.9,NiAi110149
2025-03-22 02:55:49.967498376,Chennai,13.0827,80.2707,New Balance,327,12,Factory Outlet,10764.76,5,True,3.7,Ne32120150
2025-03-13 02:32:51.818590928,Erode,11.341,77.7172,Puma,RS-X,9,Factory Outlet,9122.45,6,True,4.9,PuRS90151
2025-09-07 05:38:29.335466768,Erode,11.341,77.7172,Nike,Air Max,11,Factory Outlet,9823.7,6,True,4.5,NiAi110152
2024-08-15 01:47:30.082504124,Madurai,9.9252,78.1198,Adidas,Superstar,8,High Street,8384.43,7,True,4.2,AdSu80153
2024-03-01 13:16:47.510375518,Chennai,13.0827,80.2707,Adidas,Superstar,8,Factory Outlet,6618.43,4,True,4.4,AdSu80154
2025-04-23 14:36:34.309715480,Madurai,9.9252,78.1198,Adidas,Gazelle,7,Mall Store,6034.44,6,True,4.0,AdGa70155
2023-12-26 22:09:11.187559378,Tiruchirappalli,10.7905,78.7047,Puma,RS-X,6,Factory Outlet,9356.01,7,True,4.3,PuRS60156
2023-12-23 01:17:32.872643632,Chennai,13.0827,80.2707,New Balance,990,9,Factory Outlet,13048.69,6,True,3.9,Ne9990157
2024-11-19 21:03:35.470773536,Tiruchirappalli,10.7905,78.7047,Nike,Air Max,9,High Street,14106.44,14,True,5.0,NiAi90158
2024-03-10 19:47:41.963098154,Coimbatore,11.0168,76.9558,Puma,RS-X,7,Mall Store,7979.59,5,True,4.2,PuRS70159
2023-11-26 15:54:46.064303215,Madurai,9.9252,78.1198,Nike,Zoom,11,High Street,9041.49,4,True,3.9,NiZo110160
2024-05-20 13:34:04.362218108,Erode,11.341,77.7172,Adidas,Superstar,9,Factory Outlet,8842.27,7,True,3.5,AdSu90161
2024-04-22 22:24:09.792489624,Thoothukudi,8.7642,78.1348,Puma,RS-X,7,Mall Store,7270.62,2,True,4.1,PuRS70162
2024-06-22 10:00:26.281314064,Madurai,9.9252,78.1198,New Balance,990,6,Mall Store,13269.19,9,True,4.2,Ne9960163
2025-04-26 23:12:20.017000848,Erode,11.341,77.7172,Puma,Cali,6,Mall Store,8823.11,4,True,4.7,PuCa60164
2024-06-27 01:15:53.507675384,Salem,11.6643,78.146,Puma,Cali,8,Mall Store,7189.81,2,True,4.1,PuCa80165
2025-07-06 15:13:34.900745032,Thoothukudi,8.7642,78.1348,Nike,Air Force 1,8,Factory Outlet,8564.93,4,True,4.3,NiAi80166
2025-09-20 11:38:43.376168808,Tiruchirappalli,10.7905,78.7047,Adidas,NMD,10,Mall Store,13909.31,6,True,4.9,AdNM100167
2024-07-22 18:52:32.677633880,Chennai,13.0827,80.2707,Adidas,Gazelle,9,Factory Outlet,6147.12,4,True,4.9,AdGa90168
2024-04-24 05:56:25.069253462,Thoothukudi,8.7642,78.1348,Adidas,Superstar,10,Mall Store,7969.09,4,True,4.2,AdSu100169
2025-08-02 18:07:36.862843136,Thoothukudi,8.7642,78.1348,New Balance,574,11,Mall Store,9824.08,4,True,3.9,Ne57110170
2024-12-21 11:42:49.628481424,Tirunelveli,8.7139,77.7567,Puma,RS-X,8,Mall Store,8634.33,5,True,4.1,PuRS80171
2025-06-18 02:11:45.995299760,Salem,11.6643,78.146,Adidas,UltraBoost,8,Mall Store,13106.64,4,True,4.3,AdUl80172
2024-05-15 14:25:33.316665832,Erode,11.341,77.7172,Nike,Air Force 1,9,High Street,9915.51,6,True,4.3,NiAi90173
2023-11-07 18:07:19.581979098,Chennai,13.0827,80.2707,Puma,Cali,11,High Street,9970.29,12,True,4.8,PuCa110174
2023-10-31 23:10:40.652032601,Tirunelveli,8.7139,77.7567,Adidas,UltraBoost,10,Mall Store,15620.49,8,True,5.0,AdUl100175
2024-03-21 16:51:21.754087704,Erode,11.341,77.7172,Puma,Suede,6,Mall Store,6247.81,2,True,4.9,PuSu60176
2024-04-09 06:45:44.417220860,Erode,11.341,77.7172,Nike,Air Force 1,8,High Street,8590.34,6,True,4.0,NiAi80177
2023-12-29 20:14:11.802590129,Madurai,9.9252,78.1198,Adidas,Superstar,11,Factory Outlet,7740.72,1,True,3.6,AdSu110178
2024-06-14 22:25:05.955297764,Coimbatore,11.0168,76.9558,Adidas,NMD,9,Mall Store,11594.35,5,True,4.8,AdNM90179
2025-02-05 00:08:25.465273264,Madurai,9.9252,78.1198,Puma,Suede,6,Mall Store,5925.8,6,True,3.6,PuSu60180
2024-09-24 08:04:04.812240612,Vellore,12.9165,79.1325,Puma,RS-X,10,High Street,8065.61,5,True,4.8,PuRS100181
2025-04-26 03:55:57.347867392,Tirunelveli,8.7139,77.7567,New Balance,327,8,Mall Store,9546.44,4,True,3.7,Ne3280182
2024-12-09 06:14:20.803040152,Thoothukudi,8.7642,78.1348,Nike,Dunk,10,Mall Store,10081.58,2,True,4.6,NiDu100183
2024-06-17 21:22:40.328016400,Thanjavur,10.787,79.1378,Adidas,Superstar,9,Factory Outlet,6679.66,2,True,5.0,AdSu90184
2024-10-18 21:38:43.736186808,Coimbatore,11.0168,76.9558,Adidas,Superstar,9,Mall Store,9465.77,14,True,4.5,AdSu90185
2024-03-08 17:51:37.774888744,Thanjavur,10.787,79.1378,Adidas,UltraBoost,7,High Street,13461.35,4,True,4.6,AdUl70186
2025-08-24 23:38:15.294764736,Chennai,13.0827,80.2707,Nike,Zoom,9,Factory Outlet,7171.55,10,True,5.0,NiZo90187
2025-03-04 11:48:05.004250208,Coimbatore,11.0168,76.9558,Nike,Air Max,9,High Street,10184.81,4,True,4.5,NiAi90188
2025-09-07 02:08:14.304715232,Erode,11.341,77.7172,New Balance,990,7,High Street,14818.59,5,True,4.6,Ne9970189
2025-09-17 10:03:27.730386512,Vellore,12.9165,79.1325,Adidas,Gazelle,8,High Street,6846.48,4,True,3.8,AdGa80190
2024-07-21 15:43:06.189309464,Madurai,9.9252,78.1198,New Balance,327,7,High Street,9087.1,6,True,4.1,Ne3270191
2025-08-27 04:12:00.756037800,Chennai,13.0827,80.2707,New Balance,327,9,Factory Outlet,9805.35,3,True,4.9,Ne3290192
2025-06-24 22:53:32.440622032,Vellore,12.9165,79.1325,Puma,RS-X,11,Mall Store,9350.88,5,True,4.8,PuRS110193
2025-08-14 17:28:09.384469224,Chennai,13.0827,80.2707,Nike,Air Max,7,High Street,9252.96,9,True,4.5,NiAi70194
2025-08-10 18:51:23.554177704,Chennai,13.0827,80.2707,Nike,Zoom,8,High Street,8953.66,1,True,4.2,NiZo80195
2024-01-25 14:22:36.187809390,Madurai,9.9252,78.1198,New Balance,574,12,High Street,10125.83,8,True,4.9,Ne57120196
2025-10-10 12:35:36.346817336,Coimbatore,11.0168,76.9558,Puma,Cali,9,Mall Store,8587.17,8,True,4.1,PuCa90197
